district,energy_source_level_1,energy_source_level_2,energy_source_level_3,technology,electrical_capacity,number_of_installations,data_source,as_of_year
Biała Podlaska,Renewable energy,Bioenergy,Biomass and biogas,,0.504,1,Urzad Regulacji Energetyki,2016
Biała Podlaska,Renewable energy,Solar,,Photovoltaics,0.3,1,Urzad Regulacji Energetyki,2016
Biała Podlaska,Renewable energy,Bioenergy,Sewage and landfill gas,,0.252,1,Urzad Regulacji Energetyki,2016
Białystok,Renewable energy,Bioenergy,Sewage and landfill gas,,1.532,1,Urzad Regulacji Energetyki,2016
Białystok,Renewable energy,Solar,,Photovoltaics,0.123,6,Urzad Regulacji Energetyki,2016
Białystok,Renewable energy,Bioenergy,Biomass and biogas,,78.503,1,Urzad Regulacji Energetyki,2016
Bielsko-Biała,Renewable energy,Bioenergy,Sewage and landfill gas,,0.536,1,Urzad Regulacji Energetyki,2016
Bielsko-Biała,Renewable energy,Bioenergy,Sewage and landfill gas,,0.75,1,Urzad Regulacji Energetyki,2016
Bielsko-Biała,Renewable energy,Solar,,Photovoltaics,0.061,4,Urzad Regulacji Energetyki,2016
Bielsko-Biała,Renewable energy,Hydro,,Hydro,0.023,1,Urzad Regulacji Energetyki,2016
Bydgoszcz,Renewable energy,Bioenergy,Sewage and landfill gas,,1.491,2,Urzad Regulacji Energetyki,2016
Bydgoszcz,Renewable energy,Bioenergy,Sewage and landfill gas,,1.15,1,Urzad Regulacji Energetyki,2016
Bydgoszcz,Renewable energy,Solar,,Photovoltaics,1.2,1,Urzad Regulacji Energetyki,2016
Bydgoszcz,Renewable energy,Hydro,,Hydro,0.145,2,Urzad Regulacji Energetyki,2016
Bydgoszcz,Renewable energy,Hydro,,Hydro,1.38,2,Urzad Regulacji Energetyki,2016
Bydgoszcz,Renewable energy,Hydro,,Hydro,4.0,1,Urzad Regulacji Energetyki,2016
Bytom,Renewable energy,Bioenergy,Sewage and landfill gas,,0.6,1,Urzad Regulacji Energetyki,2016
Bytom,Renewable energy,Solar,,Photovoltaics,0.104,1,Urzad Regulacji Energetyki,2016
Bytom,Renewable energy,Bioenergy,Sewage and landfill gas,,0.4,1,Urzad Regulacji Energetyki,2016
Chełm,Renewable energy,Bioenergy,Sewage and landfill gas,,0.38,1,Urzad Regulacji Energetyki,2016
Chorzów,Renewable energy,Bioenergy,Sewage and landfill gas,,0.99,1,Urzad Regulacji Energetyki,2016
Chorzów,Renewable energy,Solar,,Photovoltaics,0.07,4,Urzad Regulacji Energetyki,2016
Chorzów,Renewable energy,Bioenergy,Biomass and biogas,,0.0,1,Urzad Regulacji Energetyki,2016
Częstochowa,Renewable energy,Bioenergy,Sewage and landfill gas,,0.83,1,Urzad Regulacji Energetyki,2016
Częstochowa,Renewable energy,Solar,,Photovoltaics,0.499,6,Urzad Regulacji Energetyki,2016
Częstochowa,Renewable energy,Wind,,Onshore,0.8,1,Urzad Regulacji Energetyki,2016
Częstochowa,Renewable energy,Hydro,,Hydro,0.13,1,Urzad Regulacji Energetyki,2016
Częstochowa,Renewable energy,Bioenergy,Biomass and biogas,,0.0,1,Urzad Regulacji Energetyki,2016
Dąbrowa Górnicza,Renewable energy,Bioenergy,Sewage and landfill gas,,0.253,1,Urzad Regulacji Energetyki,2016
Dąbrowa Górnicza,Renewable energy,Solar,,Photovoltaics,0.04,1,Urzad Regulacji Energetyki,2016
Dąbrowa Górnicza,Renewable energy,Hydro,,Hydro,0.12,2,Urzad Regulacji Energetyki,2016
Elbląg,Renewable energy,Bioenergy,Biomass and biogas,,0.0,1,Urzad Regulacji Energetyki,2016
Elbląg,Renewable energy,Bioenergy,Biomass and biogas,,25.0,1,Urzad Regulacji Energetyki,2016
Elbląg,Renewable energy,Bioenergy,Sewage and landfill gas,,0.372,1,Urzad Regulacji Energetyki,2016
Elbląg,Renewable energy,Bioenergy,Sewage and landfill gas,,0.4,1,Urzad Regulacji Energetyki,2016
Gdańsk,Renewable energy,Solar,,Photovoltaics,1.675,2,Urzad Regulacji Energetyki,2016
Gdańsk,Renewable energy,Bioenergy,Sewage and landfill gas,,2.864,1,Urzad Regulacji Energetyki,2016
Gdańsk,Renewable energy,Bioenergy,Sewage and landfill gas,,1.908,1,Urzad Regulacji Energetyki,2016
Gdańsk,Renewable energy,Wind,,Onshore,0.15,1,Urzad Regulacji Energetyki,2016
Gdańsk,Renewable energy,Bioenergy,Biomass and biogas,,0.95,1,Urzad Regulacji Energetyki,2016
Gdynia,Renewable energy,Solar,,Photovoltaics,0.039,1,Urzad Regulacji Energetyki,2016
Gliwice,Renewable energy,Hydro,,Hydro,0.36,1,Urzad Regulacji Energetyki,2016
Gliwice,Renewable energy,Bioenergy,Sewage and landfill gas,,0.551,1,Urzad Regulacji Energetyki,2016
Gliwice,Renewable energy,Bioenergy,Sewage and landfill gas,,0.365,1,Urzad Regulacji Energetyki,2016
Gliwice,Renewable energy,Hydro,,Hydro,0.102,1,Urzad Regulacji Energetyki,2016
Gliwice,Renewable energy,Solar,,Photovoltaics,0.206,5,Urzad Regulacji Energetyki,2016
Gorzów Wielkopolski,Renewable energy,Bioenergy,Sewage and landfill gas,,0.74,1,Urzad Regulacji Energetyki,2016
Gorzów Wielkopolski,Renewable energy,Bioenergy,Sewage and landfill gas,,0.33,1,Urzad Regulacji Energetyki,2016
Grudziądz,Renewable energy,Hydro,,Hydro,0.07,2,Urzad Regulacji Energetyki,2016
Grudziądz,Renewable energy,Bioenergy,Biomass and biogas,,0.0,1,Urzad Regulacji Energetyki,2016
Grudziądz,Renewable energy,Solar,,Photovoltaics,0.096,1,Urzad Regulacji Energetyki,2016
Jastrzębie-Zdrój,Renewable energy,Bioenergy,Sewage and landfill gas,,0.38,1,Urzad Regulacji Energetyki,2016
Jastrzębie-Zdrój,Renewable energy,Bioenergy,Sewage and landfill gas,,1.65,1,Urzad Regulacji Energetyki,2016
Jastrzębie-Zdrój,Renewable energy,Bioenergy,Biomass and biogas,,0.0,1,Urzad Regulacji Energetyki,2016
Jaworzno,Renewable energy,Hydro,,Hydro,0.055,1,Urzad Regulacji Energetyki,2016
Jaworzno,Renewable energy,Bioenergy,Biomass and biogas,,50.0,1,Urzad Regulacji Energetyki,2016
Jaworzno,Renewable energy,Bioenergy,Biomass and biogas,,0.0,2,Urzad Regulacji Energetyki,2016
Jaworzno,Renewable energy,Solar,,Photovoltaics,0.11,2,Urzad Regulacji Energetyki,2016
Jelenia Góra,Renewable energy,Hydro,,Hydro,1.0,1,Urzad Regulacji Energetyki,2016
Jelenia Góra,Renewable energy,Hydro,,Hydro,0.277,2,Urzad Regulacji Energetyki,2016
Jelenia Góra,Renewable energy,Solar,,Photovoltaics,0.01,1,Urzad Regulacji Energetyki,2016
Kalisz,Renewable energy,Solar,,Photovoltaics,0.028,2,Urzad Regulacji Energetyki,2016
Kalisz,Renewable energy,Hydro,,Hydro,0.065,1,Urzad Regulacji Energetyki,2016
Katowice,Renewable energy,Bioenergy,Biomass and biogas,,0.0,1,Urzad Regulacji Energetyki,2016
Katowice,Renewable energy,Solar,,Photovoltaics,1.145,14,Urzad Regulacji Energetyki,2016
Kielce,Renewable energy,Bioenergy,Biomass and biogas,,6.71,1,Urzad Regulacji Energetyki,2016
Kielce,Renewable energy,Solar,,Photovoltaics,0.026,2,Urzad Regulacji Energetyki,2016
Konin,Renewable energy,Solar,,Photovoltaics,0.05,2,Urzad Regulacji Energetyki,2016
Konin,Renewable energy,Bioenergy,Biomass and biogas,,2.134,1,Urzad Regulacji Energetyki,2016
Konin,Renewable energy,Bioenergy,Sewage and landfill gas,,0.876,1,Urzad Regulacji Energetyki,2016
Konin,Renewable energy,Bioenergy,Biomass and biogas,,55.0,1,Urzad Regulacji Energetyki,2016
Koszalin,Renewable energy,Wind,,Onshore,0.004,1,Urzad Regulacji Energetyki,2016
Koszalin,Renewable energy,Hydro,,Hydro,0.078,2,Urzad Regulacji Energetyki,2016
Kraków,Renewable energy,Bioenergy,Biomass and biogas,,0.0,1,Urzad Regulacji Energetyki,2016
Kraków,Renewable energy,Bioenergy,Sewage and landfill gas,,1.341,1,Urzad Regulacji Energetyki,2016
Kraków,Renewable energy,Solar,,Photovoltaics,0.065,2,Urzad Regulacji Energetyki,2016
Kraków,Renewable energy,Hydro,,Hydro,7.2,2,Urzad Regulacji Energetyki,2016
Kraków,Renewable energy,Bioenergy,Sewage and landfill gas,,2.157,2,Urzad Regulacji Energetyki,2016
Krosno,Renewable energy,Bioenergy,Sewage and landfill gas,,0.384,1,Urzad Regulacji Energetyki,2016
Krosno,Renewable energy,Bioenergy,Biomass and biogas,,1.4,1,Urzad Regulacji Energetyki,2016
Krosno,Renewable energy,Bioenergy,Sewage and landfill gas,,0.374,1,Urzad Regulacji Energetyki,2016
Legnica,Renewable energy,Bioenergy,Sewage and landfill gas,,1.15,1,Urzad Regulacji Energetyki,2016
Legnica,Renewable energy,Bioenergy,Sewage and landfill gas,,0.382,1,Urzad Regulacji Energetyki,2016
Legnica,Renewable energy,Solar,,Photovoltaics,0.2,2,Urzad Regulacji Energetyki,2016
Leszno,Renewable energy,Solar,,Photovoltaics,0.007,1,Urzad Regulacji Energetyki,2016
Lublin,Renewable energy,Bioenergy,Sewage and landfill gas,,1.702,1,Urzad Regulacji Energetyki,2016
Lublin,Renewable energy,Solar,,Photovoltaics,0.066,3,Urzad Regulacji Energetyki,2016
Nowy Sącz,Renewable energy,Bioenergy,Sewage and landfill gas,,0.345,1,Urzad Regulacji Energetyki,2016
Nowy Sącz,Renewable energy,Bioenergy,Sewage and landfill gas,,0.365,1,Urzad Regulacji Energetyki,2016
Olsztyn,Renewable energy,Bioenergy,Sewage and landfill gas,,0.702,1,Urzad Regulacji Energetyki,2016
Olsztyn,Renewable energy,Hydro,,Hydro,0.154,1,Urzad Regulacji Energetyki,2016
Olsztyn,Renewable energy,Hydro,,Hydro,1.076,1,Urzad Regulacji Energetyki,2016
Olsztyn,Renewable energy,Solar,,Photovoltaics,1.03,7,Urzad Regulacji Energetyki,2016
Opole,Renewable energy,Bioenergy,Sewage and landfill gas,,0.562,1,Urzad Regulacji Energetyki,2016
Opole,Renewable energy,Bioenergy,Sewage and landfill gas,,0.45,1,Urzad Regulacji Energetyki,2016
Opole,Renewable energy,Hydro,,Hydro,0.98,1,Urzad Regulacji Energetyki,2016
Ostrołęka,Renewable energy,Bioenergy,Biomass and biogas,,100.5,2,Urzad Regulacji Energetyki,2016
Ostrołęka,Renewable energy,Bioenergy,Biomass and biogas,,0.0,2,Urzad Regulacji Energetyki,2016
Ostrołęka,Renewable energy,Bioenergy,Sewage and landfill gas,,0.514,1,Urzad Regulacji Energetyki,2016
Poznań,Renewable energy,Bioenergy,Sewage and landfill gas,,2.121,2,Urzad Regulacji Energetyki,2016
Poznań,Renewable energy,Bioenergy,Biomass and biogas,,63.0,1,Urzad Regulacji Energetyki,2016
Poznań,Renewable energy,Solar,,Photovoltaics,0.007,1,Urzad Regulacji Energetyki,2016
Poznań,Renewable energy,Bioenergy,Biomass and biogas,,0.0,1,Urzad Regulacji Energetyki,2016
Przemyśl,Renewable energy,Bioenergy,Sewage and landfill gas,,0.34,1,Urzad Regulacji Energetyki,2016
Radom,Renewable energy,Wind,,Onshore,0.256,2,Urzad Regulacji Energetyki,2016
Radom,Renewable energy,Solar,,Photovoltaics,0.041,3,Urzad Regulacji Energetyki,2016
Radom,Renewable energy,Bioenergy,Sewage and landfill gas,,0.677,1,Urzad Regulacji Energetyki,2016
Ruda Śląska,Renewable energy,Bioenergy,Biomass and biogas,,0.21,1,Urzad Regulacji Energetyki,2016
Ruda Śląska,Renewable energy,Solar,,Photovoltaics,0.311,1,Urzad Regulacji Energetyki,2016
Rybnik,Renewable energy,Bioenergy,Sewage and landfill gas,,0.19,1,Urzad Regulacji Energetyki,2016
Rybnik,Renewable energy,Bioenergy,Biomass and biogas,,0.0,2,Urzad Regulacji Energetyki,2016
Rybnik,Renewable energy,Solar,,Photovoltaics,0.127,4,Urzad Regulacji Energetyki,2016
Rzeszów,Renewable energy,Solar,,Photovoltaics,0.04,1,Urzad Regulacji Energetyki,2016
Rzeszów,Renewable energy,Hydro,,Hydro,0.66,1,Urzad Regulacji Energetyki,2016
Rzeszów,Renewable energy,Bioenergy,Sewage and landfill gas,,1.01,1,Urzad Regulacji Energetyki,2016
Siedlce,Renewable energy,Bioenergy,Sewage and landfill gas,,0.38,1,Urzad Regulacji Energetyki,2016
Siemianowice Śląskie,Renewable energy,Solar,,Photovoltaics,0.307,4,Urzad Regulacji Energetyki,2016
Siemianowice Śląskie,Renewable energy,Bioenergy,Sewage and landfill gas,,3.42,1,Urzad Regulacji Energetyki,2016
Skierniewice,Renewable energy,Solar,,Photovoltaics,0.009,1,Urzad Regulacji Energetyki,2016
Skierniewice,Renewable energy,Wind,,Onshore,0.099,1,Urzad Regulacji Energetyki,2016
Sosnowiec,Renewable energy,Bioenergy,Sewage and landfill gas,,0.74,1,Urzad Regulacji Energetyki,2016
Sosnowiec,Renewable energy,Solar,,Photovoltaics,0.021,2,Urzad Regulacji Energetyki,2016
Sosnowiec,Renewable energy,Bioenergy,Sewage and landfill gas,,0.802,1,Urzad Regulacji Energetyki,2016
Suwałki,Renewable energy,Bioenergy,Sewage and landfill gas,,0.36,1,Urzad Regulacji Energetyki,2016
Szczecin,Renewable energy,Hydro,,Hydro,0.207,2,Urzad Regulacji Energetyki,2016
Szczecin,Renewable energy,Bioenergy,Sewage and landfill gas,,0.4,1,Urzad Regulacji Energetyki,2016
Szczecin,Renewable energy,Bioenergy,Sewage and landfill gas,,0.938,2,Urzad Regulacji Energetyki,2016
Szczecin,Renewable energy,Bioenergy,Biomass and biogas,,68.5,1,Urzad Regulacji Energetyki,2016
Słupsk,Renewable energy,Bioenergy,Sewage and landfill gas,,0.942,1,Urzad Regulacji Energetyki,2016
Słupsk,Renewable energy,Solar,,Photovoltaics,0.195,1,Urzad Regulacji Energetyki,2016
Słupsk,Renewable energy,Hydro,,Hydro,0.13,1,Urzad Regulacji Energetyki,2016
Słupsk,Renewable energy,Wind,,Onshore,2.0,1,Urzad Regulacji Energetyki,2016
Tarnów,Renewable energy,Solar,,Photovoltaics,0.005,1,Urzad Regulacji Energetyki,2016
Tarnów,Renewable energy,Bioenergy,Sewage and landfill gas,,0.352,1,Urzad Regulacji Energetyki,2016
Toruń,Renewable energy,Solar,,Photovoltaics,0.009,1,Urzad Regulacji Energetyki,2016
Toruń,Renewable energy,Bioenergy,Sewage and landfill gas,,1.24,1,Urzad Regulacji Energetyki,2016
Toruń,Renewable energy,Bioenergy,Sewage and landfill gas,,0.925,1,Urzad Regulacji Energetyki,2016
Tychy,Renewable energy,Bioenergy,Biomass and biogas,,40.0,1,Urzad Regulacji Energetyki,2016
Tychy,Renewable energy,Solar,,Photovoltaics,0.039,1,Urzad Regulacji Energetyki,2016
Tychy,Renewable energy,Bioenergy,Sewage and landfill gas,,1.09,1,Urzad Regulacji Energetyki,2016
Tychy,Renewable energy,Bioenergy,Sewage and landfill gas,,1.02,1,Urzad Regulacji Energetyki,2016
Warszawa,Renewable energy,Bioenergy,Biomass and biogas,,170.0,1,Urzad Regulacji Energetyki,2016
Warszawa,Renewable energy,Bioenergy,Biomass and biogas,,0.0,1,Urzad Regulacji Energetyki,2016
Warszawa,Renewable energy,Solar,,Photovoltaics,0.976,6,Urzad Regulacji Energetyki,2016
Warszawa,Renewable energy,Bioenergy,Sewage and landfill gas,,6.654,2,Urzad Regulacji Energetyki,2016
Wrocław,Renewable energy,Hydro,,Hydro,1.385,2,Urzad Regulacji Energetyki,2016
Wrocław,Renewable energy,Hydro,,Hydro,0.074,1,Urzad Regulacji Energetyki,2016
Wrocław,Renewable energy,Bioenergy,Sewage and landfill gas,,1.803,1,Urzad Regulacji Energetyki,2016
Wrocław,Renewable energy,Bioenergy,Biomass and biogas,,0.0,1,Urzad Regulacji Energetyki,2016
Wrocław,Renewable energy,Hydro,,Hydro,4.98,1,Urzad Regulacji Energetyki,2016
Włocławek,Renewable energy,Hydro,,Hydro,0.075,1,Urzad Regulacji Energetyki,2016
Włocławek,Renewable energy,Bioenergy,Sewage and landfill gas,,1.2,1,Urzad Regulacji Energetyki,2016
Włocławek,Renewable energy,Hydro,,Hydro,162.0,1,Urzad Regulacji Energetyki,2016
Zabrze,Renewable energy,Bioenergy,Sewage and landfill gas,,0.482,1,Urzad Regulacji Energetyki,2016
Zabrze,Renewable energy,Bioenergy,Sewage and landfill gas,,0.38,1,Urzad Regulacji Energetyki,2016
Zabrze,Renewable energy,Solar,,Photovoltaics,0.196,3,Urzad Regulacji Energetyki,2016
Zabrze,Renewable energy,Bioenergy,Biomass and biogas,,0.0,1,Urzad Regulacji Energetyki,2016
Zamość,Renewable energy,Bioenergy,Sewage and landfill gas,,0.19,1,Urzad Regulacji Energetyki,2016
Zielona Góra,Renewable energy,Solar,,Photovoltaics,0.145,7,Urzad Regulacji Energetyki,2016
Zielona Góra,Renewable energy,Bioenergy,Biomass and biogas,,1.8,1,Urzad Regulacji Energetyki,2016
aleksandrowski,Renewable energy,Solar,,Photovoltaics,0.14,2,Urzad Regulacji Energetyki,2016
aleksandrowski,Renewable energy,Wind,,Onshore,42.625,26,Urzad Regulacji Energetyki,2016
augustowski,Renewable energy,Solar,,Photovoltaics,0.268,1,Urzad Regulacji Energetyki,2016
augustowski,Renewable energy,Hydro,,Hydro,0.342,3,Urzad Regulacji Energetyki,2016
bartoszycki,Renewable energy,Hydro,,Hydro,0.11,1,Urzad Regulacji Energetyki,2016
bełchatowski,Renewable energy,Bioenergy,Sewage and landfill gas,,2.772,1,Urzad Regulacji Energetyki,2016
bełchatowski,Renewable energy,Solar,,Photovoltaics,0.874,5,Urzad Regulacji Energetyki,2016
bełchatowski,Renewable energy,Wind,,Onshore,28.06,8,Urzad Regulacji Energetyki,2016
bełchatowski,Renewable energy,Hydro,,Hydro,0.055,1,Urzad Regulacji Energetyki,2016
bialski,Renewable energy,Bioenergy,Biomass and biogas,,3.198,2,Urzad Regulacji Energetyki,2016
bialski,Renewable energy,Solar,,Photovoltaics,6.797,7,Urzad Regulacji Energetyki,2016
białogardzki,Renewable energy,Wind,,Onshore,95.018,4,Urzad Regulacji Energetyki,2016
białogardzki,Renewable energy,Hydro,,Hydro,0.598,1,Urzad Regulacji Energetyki,2016
białogardzki,Renewable energy,Hydro,,Hydro,0.16,1,Urzad Regulacji Energetyki,2016
białostocki,Renewable energy,Hydro,,Hydro,0.066,2,Urzad Regulacji Energetyki,2016
białostocki,Renewable energy,Wind,,Onshore,0.6,1,Urzad Regulacji Energetyki,2016
białostocki,Renewable energy,Solar,,Photovoltaics,4.207,7,Urzad Regulacji Energetyki,2016
białostocki,Renewable energy,Bioenergy,Biomass and biogas,,2.949,3,Urzad Regulacji Energetyki,2016
białostocki,Renewable energy,Bioenergy,Sewage and landfill gas,,0.7,1,Urzad Regulacji Energetyki,2016
bielski,Renewable energy,Bioenergy,Sewage and landfill gas,,0.1,1,Urzad Regulacji Energetyki,2016
bielski,Renewable energy,Bioenergy,Biomass and biogas,,5.408,1,Urzad Regulacji Energetyki,2016
bielski,Renewable energy,Bioenergy,Biomass and biogas,,0.999,1,Urzad Regulacji Energetyki,2016
bielski,Renewable energy,Bioenergy,Sewage and landfill gas,,0.18,1,Urzad Regulacji Energetyki,2016
bielski,Renewable energy,Wind,,Onshore,43.5,2,Urzad Regulacji Energetyki,2016
bielski,Renewable energy,Hydro,,Hydro,0.16,1,Urzad Regulacji Energetyki,2016
bielski,Renewable energy,Solar,,Photovoltaics,2.299,11,Urzad Regulacji Energetyki,2016
bieruńsko-lędziński,Renewable energy,Solar,,Photovoltaics,0.118,3,Urzad Regulacji Energetyki,2016
bieszczadzki,Renewable energy,Bioenergy,Biomass and biogas,,1.4,1,Urzad Regulacji Energetyki,2016
biłgorajski,Renewable energy,Solar,,Photovoltaics,1.067,5,Urzad Regulacji Energetyki,2016
biłgorajski,Renewable energy,Wind,,Onshore,0.15,1,Urzad Regulacji Energetyki,2016
biłgorajski,Renewable energy,Hydro,,Hydro,0.052,2,Urzad Regulacji Energetyki,2016
biłgorajski,Renewable energy,Bioenergy,Biomass and biogas,,2.6,1,Urzad Regulacji Energetyki,2016
bocheński,Renewable energy,Wind,,Onshore,0.068,1,Urzad Regulacji Energetyki,2016
bocheński,Renewable energy,Solar,,Photovoltaics,1.386,2,Urzad Regulacji Energetyki,2016
bocheński,Renewable energy,Bioenergy,Biomass and biogas,,0.15,1,Urzad Regulacji Energetyki,2016
bolesławiecki,Renewable energy,Bioenergy,Sewage and landfill gas,,0.18,1,Urzad Regulacji Energetyki,2016
bolesławiecki,Renewable energy,Hydro,,Hydro,0.7,3,Urzad Regulacji Energetyki,2016
bolesławiecki,Renewable energy,Hydro,,Hydro,2.885,5,Urzad Regulacji Energetyki,2016
bolesławiecki,Renewable energy,Hydro,,Hydro,1.95,1,Urzad Regulacji Energetyki,2016
braniewski,Renewable energy,Hydro,,Hydro,3.3,1,Urzad Regulacji Energetyki,2016
braniewski,Renewable energy,Hydro,,Hydro,1.3,2,Urzad Regulacji Energetyki,2016
braniewski,Renewable energy,Hydro,,Hydro,0.047,2,Urzad Regulacji Energetyki,2016
braniewski,Renewable energy,Wind,,Onshore,26.0,2,Urzad Regulacji Energetyki,2016
brodnicki,Renewable energy,Hydro,,Hydro,0.172,5,Urzad Regulacji Energetyki,2016
brodnicki,Renewable energy,Wind,,Onshore,30.785,20,Urzad Regulacji Energetyki,2016
brzeski,Renewable energy,Solar,,Photovoltaics,1.12,2,Urzad Regulacji Energetyki,2016
brzeski,Renewable energy,Hydro,,Hydro,4.542,3,Urzad Regulacji Energetyki,2016
brzeski,Renewable energy,Hydro,,Hydro,9.0,1,Urzad Regulacji Energetyki,2016
brzeski,Renewable energy,Hydro,,Hydro,0.75,2,Urzad Regulacji Energetyki,2016
brzeski,Renewable energy,Solar,,Photovoltaics,0.01,1,Urzad Regulacji Energetyki,2016
brzeski,Renewable energy,Bioenergy,Sewage and landfill gas,,0.3,1,Urzad Regulacji Energetyki,2016
brzeski,Renewable energy,Hydro,,Hydro,0.4,1,Urzad Regulacji Energetyki,2016
brzeziński,Renewable energy,Wind,,Onshore,2.7,4,Urzad Regulacji Energetyki,2016
brzozowski,Renewable energy,Solar,,Photovoltaics,0.04,1,Urzad Regulacji Energetyki,2016
brzozowski,Renewable energy,Hydro,,Hydro,0.01,1,Urzad Regulacji Energetyki,2016
buski,Renewable energy,Solar,,Photovoltaics,0.025,1,Urzad Regulacji Energetyki,2016
buski,Renewable energy,Wind,,Onshore,0.075,1,Urzad Regulacji Energetyki,2016
bydgoski,Renewable energy,Hydro,,Hydro,26.0,1,Urzad Regulacji Energetyki,2016
bydgoski,Renewable energy,Hydro,,Hydro,3.3,1,Urzad Regulacji Energetyki,2016
bydgoski,Renewable energy,Hydro,,Hydro,0.172,3,Urzad Regulacji Energetyki,2016
bydgoski,Renewable energy,Wind,,Onshore,5.49,6,Urzad Regulacji Energetyki,2016
bydgoski,Renewable energy,Solar,,Photovoltaics,0.024,1,Urzad Regulacji Energetyki,2016
bytowski,Renewable energy,Hydro,,Hydro,0.288,6,Urzad Regulacji Energetyki,2016
bytowski,Renewable energy,Hydro,,Hydro,4.248,1,Urzad Regulacji Energetyki,2016
bytowski,Renewable energy,Hydro,,Hydro,0.535,2,Urzad Regulacji Energetyki,2016
bytowski,Renewable energy,Wind,,Onshore,1.9,1,Urzad Regulacji Energetyki,2016
bytowski,Renewable energy,Bioenergy,Biomass and biogas,,2.0,1,Urzad Regulacji Energetyki,2016
będziński,Renewable energy,Hydro,,Hydro,0.022,1,Urzad Regulacji Energetyki,2016
będziński,Renewable energy,Solar,,Photovoltaics,0.128,4,Urzad Regulacji Energetyki,2016
chełmiński,Renewable energy,Wind,,Onshore,32.91,21,Urzad Regulacji Energetyki,2016
chełmski,Renewable energy,Wind,,Onshore,1.5,1,Urzad Regulacji Energetyki,2016
chodzieski,Renewable energy,Wind,,Onshore,122.1,3,Urzad Regulacji Energetyki,2016
chojnicki,Renewable energy,Hydro,,Hydro,0.86,1,Urzad Regulacji Energetyki,2016
chojnicki,Renewable energy,Bioenergy,Biomass and biogas,,0.946,1,Urzad Regulacji Energetyki,2016
chojnicki,Renewable energy,Wind,,Onshore,6.0,1,Urzad Regulacji Energetyki,2016
chojnicki,Renewable energy,Hydro,,Hydro,0.221,6,Urzad Regulacji Energetyki,2016
choszczeński,Renewable energy,Wind,,Onshore,33.5,4,Urzad Regulacji Energetyki,2016
choszczeński,Renewable energy,Hydro,,Hydro,0.03,1,Urzad Regulacji Energetyki,2016
chrzanowski,Renewable energy,Bioenergy,Sewage and landfill gas,,0.4,1,Urzad Regulacji Energetyki,2016
chrzanowski,Renewable energy,Solar,,Photovoltaics,0.02,2,Urzad Regulacji Energetyki,2016
chrzanowski,Renewable energy,Hydro,,Hydro,1.68,2,Urzad Regulacji Energetyki,2016
chrzanowski,Renewable energy,Bioenergy,Sewage and landfill gas,,0.16,1,Urzad Regulacji Energetyki,2016
ciechanowski,Renewable energy,Bioenergy,Sewage and landfill gas,,0.5,1,Urzad Regulacji Energetyki,2016
ciechanowski,Renewable energy,Bioenergy,Sewage and landfill gas,,0.2,1,Urzad Regulacji Energetyki,2016
ciechanowski,Renewable energy,Wind,,Onshore,14.8,8,Urzad Regulacji Energetyki,2016
ciechanowski,Renewable energy,Bioenergy,Biomass and biogas,,1.56,1,Urzad Regulacji Energetyki,2016
cieszyński,Renewable energy,Solar,,Photovoltaics,0.505,11,Urzad Regulacji Energetyki,2016
cieszyński,Renewable energy,Hydro,,Hydro,0.53,1,Urzad Regulacji Energetyki,2016
czarnkowsko-trzcianecki,Renewable energy,Wind,,Onshore,8.325,5,Urzad Regulacji Energetyki,2016
czarnkowsko-trzcianecki,Renewable energy,Hydro,,Hydro,0.36,1,Urzad Regulacji Energetyki,2016
czarnkowsko-trzcianecki,Renewable energy,Hydro,,Hydro,0.37,3,Urzad Regulacji Energetyki,2016
częstochowski,Renewable energy,Bioenergy,Sewage and landfill gas,,0.648,1,Urzad Regulacji Energetyki,2016
